id,scene,category,name,x,y,z,quest_names,quest_roles,container_id,active_self,active_in_hierarchy,juice_flavour,juice_number,object_name,hierarchy,component_type,component_path_id,source_file,notes
level6:197416,Autumn,NPC,Vendor,-163.555817,0.47,95.146729,,,,True,True,,,Climbing Club Member,Frog Folder/Climbing Building/Climbing Club Member,NpcBase,197416,level6,
level6:197762,Autumn,Mushroom,CollectableMushroom_13 (1),-676.010787,18.241679,85.131377,,,,True,True,,,CollectableMushroom_13 (1),Environment/MISC/Eggs/Egg Reward/Egg Holder/Cracked/CollectableMushroom_13 (1),CollectableMushroom,197762,level6,
level6:199042,Autumn,NPC,Thomas,-236.840237,1.942453,104.976247,,,,True,True,,,CycleFrog1,Frog Folder/Moving NPCs/Bicycle/Bike Patrol Holder_Muscle/BikeMesh/CycleFrog1,NpcBase,199042,level6,
level6:199312,Autumn,Shrine,Shrine (2),-563.460022,1.35,294.438629,,,,True,True,,,Shrine (2),Environment/MISC/Shrines/RewardShrine/Shrine (2),InteractableShrine,199312,level6,
level6:199534,Autumn,Egg,Egg,-676.190002,18.061001,85.231003,,,,True,True,,,Egg,Environment/MISC/Eggs/Egg Reward/Egg Holder/Egg,EggCrackingScript,199534,level6,
level6:199988,Autumn,Shrine,GFX,-474.484985,13.484,-33.465,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-a (3)/GFX,InteractableShrine,199988,level6,
level6:199989,Autumn,Shrine,GFX,-617.530029,19.944695,194.039993,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-a (6)/GFX,InteractableShrine,199989,level6,
level6:199990,Autumn,Shrine,GFX,-158.820999,13.694,137.936996,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-a/GFX,InteractableShrine,199990,level6,
level6:199991,Autumn,Shrine,GFX,-178.647003,18.406,328.268005,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-a (1)/GFX,InteractableShrine,199991,level6,
level6:199992,Autumn,Shrine,GFX,-791.780029,10.51,-58.049999,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-a (5)/GFX,InteractableShrine,199992,level6,
level6:199993,Autumn,Shrine,GFX,-798.320007,23.959999,-287.399994,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-a (4)/GFX,InteractableShrine,199993,level6,
level6:199994,Autumn,Shrine,GFX,-382.040009,19.147305,393.539124,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-a (2)/GFX,InteractableShrine,199994,level6,
level6:200249,Autumn,Mushroom,CollectableMushroom_30 (1),-275.423895,20.049358,337.719589,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder/Reward/CollectableMushroom_30 (1),CollectableMushroom,200249,level6,
level6:200652,Autumn,Bolt,CollectableBolt (76),-561.911987,217.466995,-351.641998,,,,True,True,,,CollectableBolt (76),Environment/Collectables/Bolts/CollectableBolt (76),CollectableBolt,200652,level6,
level6:200653,Autumn,Bolt,CollectableBolt (11),-70.120003,9.22,225.679993,,,,False,False,,,CollectableBolt (11),Environment/Collectables/Bolts/CollectableBolt (11),CollectableBolt,200653,level6,
level6:200654,Autumn,Bolt,CollectableBolt (136),21.139999,13.879,270.692993,,,,True,True,,,CollectableBolt (136),Environment/Collectables/Bolts/CollectableBolt (136),CollectableBolt,200654,level6,
level6:200655,Autumn,Bolt,CollectableBolt (150),-24.995118,0.901461,517.597579,,,level6:193609,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (12)/Bolt Holder/CollectableBolt (150),CollectableBolt,200655,level6,
level6:200656,Autumn,Bolt,CollectableBolt (16),-279.31601,31.608,371.175995,,,,True,True,,,CollectableBolt (16),Environment/Collectables/Bolts/CollectableBolt (16),CollectableBolt,200656,level6,
level6:200657,Autumn,Bolt,CollectableBolt (150),-262.506116,4.822225,205.327728,,,level6:193571,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (44)/Bolt Holder/CollectableBolt (150),CollectableBolt,200657,level6,
level6:200658,Autumn,Bolt,CollectableBolt (144),-320.790009,1.61,-362.829987,,,,True,True,,,CollectableBolt (144),Environment/Collectables/Bolts/CollectableBolt (144),CollectableBolt,200658,level6,
level6:200659,Autumn,Bolt,CollectableBolt (142),-167.639999,14.53,-355.100006,,,,True,True,,,CollectableBolt (142),Environment/Collectables/Bolts/CollectableBolt (142),CollectableBolt,200659,level6,
level6:200660,Autumn,Bolt,CollectableBolt (150),-622.694918,178.113868,181.563766,,,level6:193599,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (1)/Bolt Holder/CollectableBolt (150),CollectableBolt,200660,level6,
level6:200661,Autumn,Bolt,CollectableBolt (150),-454.764205,3.550728,-402.283882,,,level6:193434,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (18)/Bolt Holder/CollectableBolt (150),CollectableBolt,200661,level6,
level6:200662,Autumn,Bolt,CollectableBolt (7),-340.829987,1.19,411.140015,,,,True,True,,,CollectableBolt (7),Environment/Collectables/Bolts/CollectableBolt (7),CollectableBolt,200662,level6,
level6:200663,Autumn,Bolt,CollectableBolt (10),-56.881786,4.990115,112.795471,,,,True,True,,,CollectableBolt (10),Environment/Collectables/Bolts/CollectableBolt (10),CollectableBolt,200663,level6,
level6:200664,Autumn,Bolt,CollectableBolt (47),-718.393005,28.309999,95.299004,,,,True,True,,,CollectableBolt (47),Environment/Collectables/Bolts/CollectableBolt (47),CollectableBolt,200664,level6,
level6:200665,Autumn,Bolt,CollectableBolt (149),-627.572056,60.604276,467.135003,,,level6:193712,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (43)/Bolt Holder/CollectableBolt (149),CollectableBolt,200665,level6,
level6:200666,Autumn,Bolt,CollectableBolt (26),-47.112316,8.951437,-107.832314,,,,True,True,,,CollectableBolt (26),Environment/Collectables/Bolts/CollectableBolt (26),CollectableBolt,200666,level6,
level6:200667,Autumn,Bolt,CollectableBolt (42),-884.218018,4.548,4.846,,,,True,True,,,CollectableBolt (42),Environment/Collectables/Bolts/CollectableBolt (42),CollectableBolt,200667,level6,
level6:200668,Autumn,Bolt,CollectableBolt (29),-210.982681,5.798161,-322.184814,,,,True,True,,,CollectableBolt (29),Environment/Collectables/Bolts/CollectableBolt (29),CollectableBolt,200668,level6,
level6:200669,Autumn,Bolt,CollectableBolt (140),-140.580002,2.29,-345.070007,,,,True,True,,,CollectableBolt (140),Environment/Collectables/Bolts/CollectableBolt (140),CollectableBolt,200669,level6,
level6:200670,Autumn,Bolt,CollectableBolt (121),-526.25531,65.714127,486.592072,,,,True,True,,,CollectableBolt (121),Environment/Collectables/Bolts/CollectableBolt (121),CollectableBolt,200670,level6,
level6:200671,Autumn,Bolt,CollectableBolt (101),-262.299011,8.32,-325.970001,,,,True,True,,,CollectableBolt (101),Environment/Collectables/Bolts/CollectableBolt (101),CollectableBolt,200671,level6,
level6:200672,Autumn,Bolt,CollectableBolt (149),-262.913637,4.828124,205.963001,,,level6:193571,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (44)/Bolt Holder/CollectableBolt (149),CollectableBolt,200672,level6,
level6:200673,Autumn,Bolt,CollectableBolt (149),-623.271282,178.113866,181.670515,,,level6:193599,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (1)/Bolt Holder/CollectableBolt (149),CollectableBolt,200673,level6,
level6:200674,Autumn,Bolt,CollectableBolt (68),-371.730011,1.67,186.740004,,,,True,False,,,CollectableBolt (68),Environment/Manmade/Residential/Farms/Gardening Club/FlowerTrigger/Flower Holder/CollectableBolt (68),CollectableBolt,200674,level6,
level6:200675,Autumn,Bolt,CollectableBolt (149),-24.326257,0.858921,517.944704,,,level6:193609,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (12)/Bolt Holder/CollectableBolt (149),CollectableBolt,200675,level6,
level6:200676,Autumn,Bolt,CollectableBolt (35),-712.474121,0.887181,-321.031494,,,,True,True,,,CollectableBolt (35),Environment/Collectables/Bolts/CollectableBolt (35),CollectableBolt,200676,level6,
level6:200677,Autumn,Bolt,CollectableBolt (149),-455.515553,3.539754,-402.354849,,,level6:193434,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (18)/Bolt Holder/CollectableBolt (149),CollectableBolt,200677,level6,
level6:200678,Autumn,Bolt,CollectableBolt (57),-760.089783,60.645485,528.278503,,,,True,True,,,CollectableBolt (57),Environment/Collectables/Bolts/CollectableBolt (57),CollectableBolt,200678,level6,
level6:200679,Autumn,Bolt,CollectableBolt (150),-628.033357,60.604277,466.537608,,,level6:193712,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (43)/Bolt Holder/CollectableBolt (150),CollectableBolt,200679,level6,
level6:200680,Autumn,Bolt,CollectableBolt (1),-92.98468,5.781473,-29.582796,,,,False,False,,,CollectableBolt (1),Environment/Collectables/Bolts/CollectableBolt (1),CollectableBolt,200680,level6,
level6:200681,Autumn,Bolt,CollectableBolt (88),-668.673706,184.073502,490.117004,,,,True,True,,,CollectableBolt (88),Environment/Collectables/Bolts/CollectableBolt (88),CollectableBolt,200681,level6,
level6:200682,Autumn,Bolt,CollectableBolt (32),-619.630981,15.428,-321.826996,,,,True,True,,,CollectableBolt (32),Environment/Collectables/Bolts/CollectableBolt (32),CollectableBolt,200682,level6,
level6:200683,Autumn,Bolt,CollectableBolt (150),-700.067759,2.827278,-237.781623,,,level6:193879,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (5)/Bolt Holder/CollectableBolt (150),CollectableBolt,200683,level6,
level6:200684,Autumn,Bolt,CollectableBolt (43),-941.929993,12.526,201.335007,,,,True,True,,,CollectableBolt (43),Environment/Collectables/Bolts/CollectableBolt (43),CollectableBolt,200684,level6,
level6:200685,Autumn,Bolt,CollectableBolt (150),-687.322945,5.060957,234.608292,,,level6:193884,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (24)/Bolt Holder/CollectableBolt (150),CollectableBolt,200685,level6,
level6:200686,Autumn,Bolt,CollectableBolt (149),-861.794615,65.586274,-182.997379,,,level6:194176,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (4)/Bolt Holder/CollectableBolt (149),CollectableBolt,200686,level6,
level6:200687,Autumn,Bolt,CollectableBolt (92),-435.982819,62.92318,519.50531,,,,True,True,,,CollectableBolt (92),Environment/Collectables/Bolts/CollectableBolt (92),CollectableBolt,200687,level6,
level6:200688,Autumn,Bolt,CollectableBolt (146),-533.35498,27.914,260.438995,,,,True,True,,,CollectableBolt (146),Environment/Collectables/Bolts/CollectableBolt (146),CollectableBolt,200688,level6,
level6:200689,Autumn,Bolt,CollectableBolt (150),-355.456618,148.572397,-147.282852,,,level6:193926,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (39)/Bolt Holder/CollectableBolt (150),CollectableBolt,200689,level6,
level6:200690,Autumn,Bolt,CollectableBolt (40),-528.369019,34.924999,-197.139008,,,,True,True,,,CollectableBolt (40),Environment/Collectables/Bolts/CollectableBolt (40),CollectableBolt,200690,level6,
level6:200691,Autumn,Bolt,CollectableBolt (104),-576.58606,6.54,-369.549866,,,,True,True,,,CollectableBolt (104),Environment/Collectables/Bolts/CollectableBolt (104),CollectableBolt,200691,level6,
level6:200692,Autumn,Bolt,CollectableBolt (129),-652.390015,119.239998,435.709991,,,,True,True,,,CollectableBolt (129),Environment/Collectables/Bolts/CollectableBolt (129),CollectableBolt,200692,level6,
level6:200693,Autumn,Bolt,CollectableBolt (120),-165.351223,8.824392,191.10841,,,,False,False,,,CollectableBolt (120),Environment/Manmade/Residential/Shacks and Huts/Shack 2/Clothes Line/egypt-crate/CollectableBolt (120),CollectableBolt,200693,level6,
level6:200694,Autumn,Bolt,CollectableBolt (149),-83.699997,3.110926,452.85434,,,level6:194013,True,False,,,CollectableBolt (149),Environment/MISC/Suitcase/Full/suitcase-big (5)/Container OBJ/SM_Prop_Chest_Wood_01 (37)/Bolt Holder/CollectableBolt (149),CollectableBolt,200694,level6,
level6:200695,Autumn,Bolt,CollectableBolt (128),-603.224976,191.740997,464.471008,,,,True,True,,,CollectableBolt (128),Environment/Collectables/Bolts/CollectableBolt (128),CollectableBolt,200695,level6,
level6:200696,Autumn,Bolt,CollectableBolt (138),-212.285004,7.455,497.889008,,,,True,True,,,CollectableBolt (138),Environment/Collectables/Bolts/CollectableBolt (138),CollectableBolt,200696,level6,
level6:200697,Autumn,Bolt,CollectableBolt (38),-810.724548,2.310122,-193.651184,,,,True,True,,,CollectableBolt (38),Environment/Collectables/Bolts/CollectableBolt (38),CollectableBolt,200697,level6,
level6:200698,Autumn,Bolt,CollectableBolt (149),-699.582329,2.827277,-237.203663,,,level6:193879,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (5)/Bolt Holder/CollectableBolt (149),CollectableBolt,200698,level6,
level6:200699,Autumn,Bolt,CollectableBolt (149),-687.543113,5.228392,233.90603,,,level6:193884,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (24)/Bolt Holder/CollectableBolt (149),CollectableBolt,200699,level6,
level6:200700,Autumn,Bolt,CollectableBolt (69),-269.701019,111.123032,188.506912,,,,True,True,,,CollectableBolt (69),Environment/Collectables/Bolts/CollectableBolt (69),CollectableBolt,200700,level6,
level6:200701,Autumn,Bolt,CollectableBolt (149),-355.485765,148.510366,-146.531198,,,level6:193926,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (39)/Bolt Holder/CollectableBolt (149),CollectableBolt,200701,level6,
level6:200702,Autumn,Bolt,CollectableBolt (66),-366.018005,1.646,187.458998,,,,True,False,,,CollectableBolt (66),Environment/Manmade/Residential/Farms/Gardening Club/FlowerTrigger/Flower Holder/CollectableBolt (66),CollectableBolt,200702,level6,
level6:200703,Autumn,Bolt,CollectableBolt (150),-862.293314,65.586275,-182.430828,,,level6:194176,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (4)/Bolt Holder/CollectableBolt (150),CollectableBolt,200703,level6,
level6:200704,Autumn,Bolt,CollectableBolt (54),-466.74939,63.66843,436.824646,,,,True,True,,,CollectableBolt (54),Environment/Collectables/Bolts/CollectableBolt (54),CollectableBolt,200704,level6,
level6:200705,Autumn,Bolt,CollectableBolt (95),-100.643379,3.99,14.59,,,,True,True,,,CollectableBolt (95),Environment/Collectables/Bolts/CollectableBolt (95),CollectableBolt,200705,level6,
level6:200706,Autumn,Bolt,CollectableBolt (132),-745.697021,19.455,124.001999,,,,True,True,,,CollectableBolt (132),Environment/Collectables/Bolts/CollectableBolt (132),CollectableBolt,200706,level6,
level6:200707,Autumn,Bolt,CollectableBolt (97),-86.61969,9.44,-115.886101,,,,True,True,,,CollectableBolt (97),Environment/Collectables/Bolts/CollectableBolt (97),CollectableBolt,200707,level6,
level6:200708,Autumn,Bolt,CollectableBolt (77),-536.968018,201.057007,-333.247986,,,,True,True,,,CollectableBolt (77),Environment/Collectables/Bolts/CollectableBolt (77),CollectableBolt,200708,level6,
level6:200709,Autumn,Bolt,CollectableBolt (71),-177.054001,110.541,-65.549004,,,,False,False,,,CollectableBolt (71),Environment/Collectables/Bolts/CollectableBolt (71),CollectableBolt,200709,level6,
level6:200710,Autumn,Bolt,CollectableBolt (150),-83.699997,3.110926,452.85434,,,level6:194013,True,False,,,CollectableBolt (150),Environment/MISC/Suitcase/Full/suitcase-big (5)/Container OBJ/SM_Prop_Chest_Wood_01 (37)/Bolt Holder/CollectableBolt (150),CollectableBolt,200710,level6,
level6:200711,Autumn,Bolt,CollectableBolt (123),-281.440002,2.54,509.040009,,,,True,True,,,CollectableBolt (123),Environment/Collectables/Bolts/CollectableBolt (123),CollectableBolt,200711,level6,
level6:200712,Autumn,Bolt,CollectableBolt (139),-82.586487,6.262116,-344.770782,,,,True,True,,,CollectableBolt (139),Environment/Collectables/Bolts/CollectableBolt (139),CollectableBolt,200712,level6,
level6:200713,Autumn,Bolt,CollectableBolt (150),-37.617103,64.119384,358.304485,,,level6:192809,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (32)/Bolt Holder/CollectableBolt (150),CollectableBolt,200713,level6,
level6:200714,Autumn,Bolt,CollectableBolt (89),-636.640015,206.869995,475.640015,,,,True,True,,,CollectableBolt (89),Environment/Collectables/Bolts/CollectableBolt (89),CollectableBolt,200714,level6,
level6:200715,Autumn,Bolt,CollectableBolt (18),-169.454437,2.845743,258.037537,,,,True,True,,,CollectableBolt (18),Environment/Collectables/Bolts/CollectableBolt (18),CollectableBolt,200715,level6,
level6:200716,Autumn,Bolt,CollectableBolt (110),-873.539978,84.919998,-145.910004,,,,True,True,,,CollectableBolt (110),Environment/Collectables/Bolts/CollectableBolt (110),CollectableBolt,200716,level6,
level6:200717,Autumn,Bolt,CollectableBolt (74),-402.920013,52.040001,-64.449997,,,,True,True,,,CollectableBolt (74),Environment/Collectables/Bolts/CollectableBolt (74),CollectableBolt,200717,level6,
level6:200718,Autumn,Bolt,CollectableBolt (150),-30.658296,0.706195,41.86596,,,level6:192687,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (45)/Bolt Holder/CollectableBolt (150),CollectableBolt,200718,level6,
level6:200719,Autumn,Bolt,CollectableBolt (82),-316.978709,0.90051,484.923547,,,level6:202508,True,False,,,CollectableBolt (82),Environment/MISC/Suitcase/Full/suitcase-big (14)/Container OBJ/CollectableBolt (82),CollectableBolt,200719,level6,
level6:200720,Autumn,Bolt,CollectableBolt (141),-190.210007,2.1,-342.700012,,,,True,True,,,CollectableBolt (141),Environment/Collectables/Bolts/CollectableBolt (141),CollectableBolt,200720,level6,
level6:200721,Autumn,Bolt,CollectableBolt (149),-826.078344,2.628277,-433.182921,,,level6:192878,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (19)/Bolt Holder/CollectableBolt (149),CollectableBolt,200721,level6,
level6:200722,Autumn,Bolt,CollectableBolt (5),-315.503998,0.727,152.164001,,,,True,True,,,CollectableBolt (5),Environment/Collectables/Bolts/CollectableBolt (5),CollectableBolt,200722,level6,
level6:200723,Autumn,Bolt,CollectableBolt (150),-572.769527,17.537277,240.41034,,,level6:192752,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (25)/Bolt Holder/CollectableBolt (150),CollectableBolt,200723,level6,
level6:200724,Autumn,Bolt,CollectableBolt (117),-642.22876,4.787627,281.999634,,,,True,True,,,CollectableBolt (117),Environment/Collectables/Bolts/CollectableBolt (117),CollectableBolt,200724,level6,
level6:200725,Autumn,Bolt,CollectableBolt (150),-843.087881,0.674278,-339.511075,,,level6:192722,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (20)/Bolt Holder/CollectableBolt (150),CollectableBolt,200725,level6,
level6:200726,Autumn,Bolt,CollectableBolt (84),-854.47998,80.150002,175.630005,,,,True,True,,,CollectableBolt (84),Environment/Collectables/Bolts/CollectableBolt (84),CollectableBolt,200726,level6,
level6:200727,Autumn,Bolt,CollectableBolt (148),-138.408997,76.925003,-255.371002,,,,True,True,,,CollectableBolt (148),Environment/Collectables/Bolts/CollectableBolt (148),CollectableBolt,200727,level6,
level6:200728,Autumn,Bolt,CollectableBolt (61),-815.86499,61.201,346.203003,,,,True,True,,,CollectableBolt (61),Environment/Collectables/Bolts/CollectableBolt (61),CollectableBolt,200728,level6,
level6:200729,Autumn,Bolt,CollectableBolt (70),-130.024994,23.750999,165.447006,,,,True,True,,,CollectableBolt (70),Environment/Collectables/Bolts/CollectableBolt (70),CollectableBolt,200729,level6,
level6:200730,Autumn,Bolt,CollectableBolt (118),-694.610657,69.596008,353.484344,,,,True,True,,,CollectableBolt (118),Environment/Collectables/Bolts/CollectableBolt (118),CollectableBolt,200730,level6,
level6:200731,Autumn,Bolt,CollectableBolt (149),-38.259854,64.020487,357.921378,,,level6:192809,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (32)/Bolt Holder/CollectableBolt (149),CollectableBolt,200731,level6,
